location	part	query	price	full	link
Amazon	SSD	SSD 2TB	2180.0	"ADATA Ultimate SU630 1.92TB 3D NAND 2.5"" SATA III 6Gb/s Interno SSD (ASU630SS-1T92Q-R)"	https://www.amazon.com.mx/ADATA-Ultimate-SU630-1-92TB-Interno/dp/B0814GPG92/ref=sr_1_2?dib=eyJ2IjoiMSJ9.hooLJwxNRDN5JrlH6TCU42SIFTrKpDzT15-j8k-T-e9vAn9ep12R23g0qh_yfVAG1DQ46KttgLs_9MDvCt1eAJ2swXklmmveAvBH-o_9RhT-47KhNagAHBnB4PafBX7pAhY5486eMUOwXyCAxF8uZIezQT7Pu-GqtcMU6zLph0tfJwHyxfKqx_wLf7s7XXhS_JE6plwct-uJ6kyBL1Wn6DHj1dUk7HysE3jIrhX6cTmCNw6k4PhOA5VzHrTXobjtnNAPiAVutXSAfSzCBjeKmZst1tc-JwjhKboLcgSImKk.e-z-dViYFSF8iJfmiYHIAD_tDG0I2IfYQT6WSxUiMvU&dib_tag=se&keywords=SSD+2TB&qid=1715897878&sr=8-2&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	SSD	SSD 2TB	1871.0	Kingston SSD NV2, Capacidad: 2000 GB, Factor de Forma: M.2 2280, Interfaz: NVMe PCIe Gen 4.0 x 4 Carriles, Lectura: 3500MB/s y Escritura: 2800MB/s, Numero de Parte: SNV2S/2000G	https://www.amazon.com.mx/Kingston-SSD-NV2-Capacidad-Escritura/dp/B0BDTC589G/ref=sr_1_3?dib=eyJ2IjoiMSJ9.hooLJwxNRDN5JrlH6TCU42SIFTrKpDzT15-j8k-T-e9vAn9ep12R23g0qh_yfVAG1DQ46KttgLs_9MDvCt1eAJ2swXklmmveAvBH-o_9RhT-47KhNagAHBnB4PafBX7pAhY5486eMUOwXyCAxF8uZIezQT7Pu-GqtcMU6zLph0tfJwHyxfKqx_wLf7s7XXhS_JE6plwct-uJ6kyBL1Wn6DHj1dUk7HysE3jIrhX6cTmCNw6k4PhOA5VzHrTXobjtnNAPiAVutXSAfSzCBjeKmZst1tc-JwjhKboLcgSImKk.e-z-dViYFSF8iJfmiYHIAD_tDG0I2IfYQT6WSxUiMvU&dib_tag=se&keywords=SSD+2TB&qid=1715897878&sr=8-3&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	SSD	SSD 2TB	2147.31	Acer Unidad SSD Predator GM7 2TB M.2 NVME GEN4X4 7200MB/S (BL.9BWWR.119)	https://www.amazon.com.mx/Acer-Unidad-Predator-GEN4X4-BL-9BWWR-119/dp/B0CB8JJR7F/ref=sr_1_4?dib=eyJ2IjoiMSJ9.hooLJwxNRDN5JrlH6TCU42SIFTrKpDzT15-j8k-T-e9vAn9ep12R23g0qh_yfVAG1DQ46KttgLs_9MDvCt1eAJ2swXklmmveAvBH-o_9RhT-47KhNagAHBnB4PafBX7pAhY5486eMUOwXyCAxF8uZIezQT7Pu-GqtcMU6zLph0tfJwHyxfKqx_wLf7s7XXhS_JE6plwct-uJ6kyBL1Wn6DHj1dUk7HysE3jIrhX6cTmCNw6k4PhOA5VzHrTXobjtnNAPiAVutXSAfSzCBjeKmZst1tc-JwjhKboLcgSImKk.e-z-dViYFSF8iJfmiYHIAD_tDG0I2IfYQT6WSxUiMvU&dib_tag=se&keywords=SSD+2TB&qid=1715897878&sr=8-4&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	SSD	SSD 2TB	2207.0	ACER - Unidad de Estado Sólido Gaming Gen4 - Predator GM7000-2TB - Lectura: 7400MB/s y Escritura: 6700MB/s - NVMe Gen4x4	https://www.amazon.com.mx/Acer-Unidad-Predator-GM7000-BL-9BWWR-106/dp/B09F5W62N8/ref=sr_1_5?dib=eyJ2IjoiMSJ9.hooLJwxNRDN5JrlH6TCU42SIFTrKpDzT15-j8k-T-e9vAn9ep12R23g0qh_yfVAG1DQ46KttgLs_9MDvCt1eAJ2swXklmmveAvBH-o_9RhT-47KhNagAHBnB4PafBX7pAhY5486eMUOwXyCAxF8uZIezQT7Pu-GqtcMU6zLph0tfJwHyxfKqx_wLf7s7XXhS_JE6plwct-uJ6kyBL1Wn6DHj1dUk7HysE3jIrhX6cTmCNw6k4PhOA5VzHrTXobjtnNAPiAVutXSAfSzCBjeKmZst1tc-JwjhKboLcgSImKk.e-z-dViYFSF8iJfmiYHIAD_tDG0I2IfYQT6WSxUiMvU&dib_tag=se&keywords=SSD+2TB&qid=1715897878&sr=8-5&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	RAM	DDR5 RAM 64 Gb	4503.51	Corsair Vengeance RGB DDR5 RAM 64 GB (2 x 32 GB) 6400 MHz CL32 Intel XMP iCUE Compatible con Memoria de computadora - Negro (CMH64GX5M2B6400C32)	https://www.amazon.com.mx/Corsair-Vengeance-Compatible-Memoria-computadora/dp/B0C1RGLVZ8/ref=sr_1_1?dib=eyJ2IjoiMSJ9.5OTvzZEim74hLHUDWLE6hXNjcXOv9Qd7QOZ6UABiknYa7NfByINIHy-4GMnAFyfs2LO3sxWi3AztfUk2ry1v1RObvWxT1AjqHoY6HZB_iczZpkWDyH5ee4YoHlvlpcGVAgTyrycV5MLc9vrbeDqLuLqLgXnO70YN2aNHHQDE4cEhn4TFh3uGo5wT0AN2ijleROgV23tgI8kWgGq2_pVZctHJPfV4kxGaXvzNanb4kMhSXYkwpoKShO4H-CimdzqeAO1pVt_u9_aPrdJZQMNjoCJcvyM9M5yopLMIRAARqbw.4EvtVcctxSTH4hY_vPCFNeB0YNHLXENLW4LXmmRXVx4&dib_tag=se&keywords=ddr5+ram+64gb&qid=1715897890&sr=8-1&ufe=app_do%3Aamzn1.fos.d6a47de5-06cb-4416-9abc-48deac71c815
Amazon	RAM	DDR5 RAM 64 Gb	3296.62	Corsair Vengeance RGB DDR5 RAM de 64 GB (2 x 32 GB) 5200 MHz CL40 Intel XMP iCUE Compatible con Memoria de computadora - Blanco (CMH64GX5M2B5200C40W)	https://www.amazon.com.mx/Corsair-Vengeance-Compatible-Memoria-computadora/dp/B0BTD32168/ref=sr_1_2?dib=eyJ2IjoiMSJ9.5OTvzZEim74hLHUDWLE6hXNjcXOv9Qd7QOZ6UABiknYa7NfByINIHy-4GMnAFyfs2LO3sxWi3AztfUk2ry1v1RObvWxT1AjqHoY6HZB_iczZpkWDyH5ee4YoHlvlpcGVAgTyrycV5MLc9vrbeDqLuLqLgXnO70YN2aNHHQDE4cEhn4TFh3uGo5wT0AN2ijleROgV23tgI8kWgGq2_pVZctHJPfV4kxGaXvzNanb4kMhSXYkwpoKShO4H-CimdzqeAO1pVt_u9_aPrdJZQMNjoCJcvyM9M5yopLMIRAARqbw.4EvtVcctxSTH4hY_vPCFNeB0YNHLXENLW4LXmmRXVx4&dib_tag=se&keywords=ddr5+ram+64gb&qid=1715897890&sr=8-2&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	RAM	DDR5 RAM 64 Gb	3299.0	Corsair Vengeance RGB DDR5 RAM 64GB (2x32GB) 5200MHz CL40 AMD Expo iCUE Compatible Computer Memory - Gray (CMH64GX5M2B5200Z40K)	https://www.amazon.com.mx/Corsair-Vengeance-Optimized-Regulaci%C3%B3n-Compatibilidad/dp/B0BHVFDK3L/ref=sr_1_3?dib=eyJ2IjoiMSJ9.5OTvzZEim74hLHUDWLE6hXNjcXOv9Qd7QOZ6UABiknYa7NfByINIHy-4GMnAFyfs2LO3sxWi3AztfUk2ry1v1RObvWxT1AjqHoY6HZB_iczZpkWDyH5ee4YoHlvlpcGVAgTyrycV5MLc9vrbeDqLuLqLgXnO70YN2aNHHQDE4cEhn4TFh3uGo5wT0AN2ijleROgV23tgI8kWgGq2_pVZctHJPfV4kxGaXvzNanb4kMhSXYkwpoKShO4H-CimdzqeAO1pVt_u9_aPrdJZQMNjoCJcvyM9M5yopLMIRAARqbw.4EvtVcctxSTH4hY_vPCFNeB0YNHLXENLW4LXmmRXVx4&dib_tag=se&keywords=ddr5+ram+64gb&qid=1715897890&sr=8-3&ufe=app_do%3Aamzn1.fos.8c7b929b-80a3-4a0f-851f-6de37ce634c2
Amazon	RAM	DDR5 RAM 64 Gb	3640.0	Corsair Vengeance RGB DDR5 RAM 64GB (2x32GB) 5600MHz CL40 AMD Expo iCUE Memoria de computadora Compatible - Gris (CMH64GX5M2B5600Z40K)	https://www.amazon.com.mx/Corsair-Vengeance-5600MHz-Compatible-Computer/dp/B0BHVFBFMH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.5OTvzZEim74hLHUDWLE6hXNjcXOv9Qd7QOZ6UABiknYa7NfByINIHy-4GMnAFyfs2LO3sxWi3AztfUk2ry1v1RObvWxT1AjqHoY6HZB_iczZpkWDyH5ee4YoHlvlpcGVAgTyrycV5MLc9vrbeDqLuLqLgXnO70YN2aNHHQDE4cEhn4TFh3uGo5wT0AN2ijleROgV23tgI8kWgGq2_pVZctHJPfV4kxGaXvzNanb4kMhSXYkwpoKShO4H-CimdzqeAO1pVt_u9_aPrdJZQMNjoCJcvyM9M5yopLMIRAARqbw.4EvtVcctxSTH4hY_vPCFNeB0YNHLXENLW4LXmmRXVx4&dib_tag=se&keywords=ddr5+ram+64gb&qid=1715897890&sr=8-4&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	RAM	DDR5 RAM 64 Gb	3989.05	Corsair Vengeance RGB DDR5 RAM 64GB (2x32GB) 6000MHz CL40 AMD Expo iCUE Compatible Computer Memory - Gray (CMH64GX5M2B6000Z40)	https://www.amazon.com.mx/Corsair-Vengeance-6000MHz-Compatible-Computer/dp/B0BLYL79TT/ref=sr_1_5?dib=eyJ2IjoiMSJ9.5OTvzZEim74hLHUDWLE6hXNjcXOv9Qd7QOZ6UABiknYa7NfByINIHy-4GMnAFyfs2LO3sxWi3AztfUk2ry1v1RObvWxT1AjqHoY6HZB_iczZpkWDyH5ee4YoHlvlpcGVAgTyrycV5MLc9vrbeDqLuLqLgXnO70YN2aNHHQDE4cEhn4TFh3uGo5wT0AN2ijleROgV23tgI8kWgGq2_pVZctHJPfV4kxGaXvzNanb4kMhSXYkwpoKShO4H-CimdzqeAO1pVt_u9_aPrdJZQMNjoCJcvyM9M5yopLMIRAARqbw.4EvtVcctxSTH4hY_vPCFNeB0YNHLXENLW4LXmmRXVx4&dib_tag=se&keywords=ddr5+ram+64gb&qid=1715897890&sr=8-5&ufe=app_do%3Aamzn1.fos.8c7b929b-80a3-4a0f-851f-6de37ce634c2
Amazon	COOL	MSI MAG CORELIQUID E360	2814.94	MSI MAG CORELIQUID E360 - Enfriador líquido para CPU AIO RGB - Radiador de 360 mm - 3 ventiladores ARGB PWN de 120 mm	https://www.amazon.com.mx/MSI-MAG-CORELIQUID-E360-ventiladores/dp/B0CJ636ZTH/ref=sr_1_1?dib=eyJ2IjoiMSJ9.dNpNx0QAVmApD3Ebj2ongAMo0OAzR49K0S-bpHSgPkp-1-XcZbQpaDgulzhv1a_MhYt5O_TfJqdWNuvVcj6kFX7JrUGE5lGNdtxDYWoL2SY457xvWBES1liqqx0zl7ah9lNb9su7bNxzm12IqaS-bE2PLaFzNdZxzDbvGMkBWj76NKkcRQMFSW3EN1_c4-FS0bI7w83EdfdpbtPgS2bv0UtDGnIt2CntoTRlVsUG_WAh-MEbZNTlejmjoFdsvT9n8FEbhie1eaD8Uh2mD2r6HryZAdEpZsnSHGOFeXYYyiI.LCwMGSDeoYwaew19_7y7KO27KTxu-aUkiPrdo1J3nCo&dib_tag=se&keywords=MSI+MAG+CORELIQUID+E360&qid=1715897903&sr=8-1&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	COOL	MSI MAG CORELIQUID E360	1714.77	MSI MAG CORELIQUID C360 Refrigeración Líquida CPU AIO - Excepcional Blockhead ARGB, Bomba de Radiador Integrada, Flujo Dividido, Tubería a Prueba de Evaporación, Fácil de Instalar - Admite AMD e Intel	https://www.amazon.com.mx/MSI-CORELIQUID-Ventilador-Soporte-soporta/dp/B0992176M7/ref=sr_1_2?dib=eyJ2IjoiMSJ9.dNpNx0QAVmApD3Ebj2ongAMo0OAzR49K0S-bpHSgPkp-1-XcZbQpaDgulzhv1a_MhYt5O_TfJqdWNuvVcj6kFX7JrUGE5lGNdtxDYWoL2SY457xvWBES1liqqx0zl7ah9lNb9su7bNxzm12IqaS-bE2PLaFzNdZxzDbvGMkBWj76NKkcRQMFSW3EN1_c4-FS0bI7w83EdfdpbtPgS2bv0UtDGnIt2CntoTRlVsUG_WAh-MEbZNTlejmjoFdsvT9n8FEbhie1eaD8Uh2mD2r6HryZAdEpZsnSHGOFeXYYyiI.LCwMGSDeoYwaew19_7y7KO27KTxu-aUkiPrdo1J3nCo&dib_tag=se&keywords=MSI+MAG+CORELIQUID+E360&qid=1715897903&sr=8-2&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	COOL	MSI MAG CORELIQUID E360	2679.45	MSI - Enfriamiento Líquido para CPU - MAG CORELIQUID 360R V2 - 120 x 120 x 25mm - 500 ~ 2000 RPM - (Compartible Hasta LGA 1700)	https://www.amazon.com.mx/MSI-MAG-Core-Liquid-360R/dp/B09HRNPNTD/ref=sr_1_3?dib=eyJ2IjoiMSJ9.dNpNx0QAVmApD3Ebj2ongAMo0OAzR49K0S-bpHSgPkp-1-XcZbQpaDgulzhv1a_MhYt5O_TfJqdWNuvVcj6kFX7JrUGE5lGNdtxDYWoL2SY457xvWBES1liqqx0zl7ah9lNb9su7bNxzm12IqaS-bE2PLaFzNdZxzDbvGMkBWj76NKkcRQMFSW3EN1_c4-FS0bI7w83EdfdpbtPgS2bv0UtDGnIt2CntoTRlVsUG_WAh-MEbZNTlejmjoFdsvT9n8FEbhie1eaD8Uh2mD2r6HryZAdEpZsnSHGOFeXYYyiI.LCwMGSDeoYwaew19_7y7KO27KTxu-aUkiPrdo1J3nCo&dib_tag=se&keywords=MSI+MAG+CORELIQUID+E360&qid=1715897903&sr=8-3&ufe=app_do%3Aamzn1.fos.d6a47de5-06cb-4416-9abc-48deac71c815
Amazon	COOL	MSI MAG CORELIQUID E360	2930.9	MSI MAG CORELIQUID E360 AIO CPU refrigeración por agua - Placa de refrigeración de cobre ampliada, ventilador ARGB Blockhead & FDB, bloque de agua de dos cámaras, radiador de flujo dividido, Mystic	https://www.amazon.com.mx/MSI-CORELIQUID-E360-refrigeraci%C3%B3n-agua/dp/B0CC5F5Q7G/ref=sr_1_4?dib=eyJ2IjoiMSJ9.dNpNx0QAVmApD3Ebj2ongAMo0OAzR49K0S-bpHSgPkp-1-XcZbQpaDgulzhv1a_MhYt5O_TfJqdWNuvVcj6kFX7JrUGE5lGNdtxDYWoL2SY457xvWBES1liqqx0zl7ah9lNb9su7bNxzm12IqaS-bE2PLaFzNdZxzDbvGMkBWj76NKkcRQMFSW3EN1_c4-FS0bI7w83EdfdpbtPgS2bv0UtDGnIt2CntoTRlVsUG_WAh-MEbZNTlejmjoFdsvT9n8FEbhie1eaD8Uh2mD2r6HryZAdEpZsnSHGOFeXYYyiI.LCwMGSDeoYwaew19_7y7KO27KTxu-aUkiPrdo1J3nCo&dib_tag=se&keywords=MSI+MAG+CORELIQUID+E360&qid=1715897903&sr=8-4&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	COOL	MSI MAG CORELIQUID E360	2930.9	MSI MAG CORELIQUID E360 WHITE - Enfriador líquido de CPU - Placa fría de cobre ampliado, cabezal de bloqueo ARGB y ventiladores FDB, bloque de agua de doble cámara, radiador de flujo dividido, compatible con luz mística, compatible con AMD e Intel	https://www.amazon.com.mx/MSI-MAG-CORELIQUID-E360-WHITE/dp/B0CC59QRPW/ref=sr_1_5?dib=eyJ2IjoiMSJ9.dNpNx0QAVmApD3Ebj2ongAMo0OAzR49K0S-bpHSgPkp-1-XcZbQpaDgulzhv1a_MhYt5O_TfJqdWNuvVcj6kFX7JrUGE5lGNdtxDYWoL2SY457xvWBES1liqqx0zl7ah9lNb9su7bNxzm12IqaS-bE2PLaFzNdZxzDbvGMkBWj76NKkcRQMFSW3EN1_c4-FS0bI7w83EdfdpbtPgS2bv0UtDGnIt2CntoTRlVsUG_WAh-MEbZNTlejmjoFdsvT9n8FEbhie1eaD8Uh2mD2r6HryZAdEpZsnSHGOFeXYYyiI.LCwMGSDeoYwaew19_7y7KO27KTxu-aUkiPrdo1J3nCo&dib_tag=se&keywords=MSI+MAG+CORELIQUID+E360&qid=1715897903&sr=8-5&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	PSU	PSU 850W 80 PLUS Gold	1949.0	CORSAIR RM850e (2023) Fuente de Alimentación ATX Totalmente Modular de Bajo Ruido - Compatible con ATX 3.0 y PCIe 5.0 - Eficiencia 80 Plus Gold - Soporte para Modo de Espera Moderno - Negro	https://www.amazon.com.mx/CORSAIR-RM850e-Alimentaci%C3%B3n-Totalmente-Modular/dp/B0BYQPH5J3/ref=sr_1_1?dib=eyJ2IjoiMSJ9.SVcG29RrFHwtf3TO-APMctuudx4uF01bc9myzLMFGx4Qti5cNwO9rYXyKe9dMy9ddWg2L8ZtVlTpd4sbGycnthXSwk0xrFqv0VilubjFnLa8nOsqt6-e4GAUhmgV3gc-90zhsEZV5ZXlm63GGFpjOjRE9WH0zgnQAkmZtA6KVKtqLV-XeNH8qlBvdC_NI9gXiH42gWCBE56N7ntlqCHQDGkkm2qZQlIGHK6puvOOMPmzRhka9m-7EUIE5K5Hivne12lNE61XJ0dY8AKliS1v_DQlyjhSokj0XXnaET5Dqg8.sikgbmL4clMr0S7PB2WEuAPAqgGAL3wJdUKHaVEOEyA&dib_tag=se&keywords=PSU+850W+80+PLUS+Gold&qid=1715897914&sr=8-1&ufe=app_do%3Aamzn1.fos.106a5c47-3834-496c-bc96-2470107b82ca
Amazon	PSU	PSU 850W 80 PLUS Gold	2029.0	Corsair RM850x 80 Plus Gold Fuente de Alimentación 850 Vatios ATX Totalmente Modular (Ventilador con Levitación Magnética de 135 mm, Condensadores Japoneses, Amplia Compatibilidad) EU, Negro	https://www.amazon.com.mx/Corsair-RM850x-alimentaci%C3%B3n-Totalmente-Modular/dp/B08R5JPTMZ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.SVcG29RrFHwtf3TO-APMctuudx4uF01bc9myzLMFGx4Qti5cNwO9rYXyKe9dMy9ddWg2L8ZtVlTpd4sbGycnthXSwk0xrFqv0VilubjFnLa8nOsqt6-e4GAUhmgV3gc-90zhsEZV5ZXlm63GGFpjOjRE9WH0zgnQAkmZtA6KVKtqLV-XeNH8qlBvdC_NI9gXiH42gWCBE56N7ntlqCHQDGkkm2qZQlIGHK6puvOOMPmzRhka9m-7EUIE5K5Hivne12lNE61XJ0dY8AKliS1v_DQlyjhSokj0XXnaET5Dqg8.sikgbmL4clMr0S7PB2WEuAPAqgGAL3wJdUKHaVEOEyA&dib_tag=se&keywords=PSU+850W+80+PLUS+Gold&qid=1715897914&sr=8-2&ufe=app_do%3Aamzn1.fos.8c7b929b-80a3-4a0f-851f-6de37ce634c2
Amazon	PSU	PSU 850W 80 PLUS Gold	2119.0	Corsair RM850 2021, RM Series, 850 Watts 80 Plus Gold Fuente de Alimentación ATX Totalmente Modular, Conectores Triples EPS12V, Poco Ruido, Modo de Zero RPM, Condensadores de 105 °C, Blanco	https://www.amazon.com.mx/Corsair-certificaci%C3%B3n-alimentaci%C3%B3n-Totalmente-Modular/dp/B093RCJRNS/ref=sr_1_3?dib=eyJ2IjoiMSJ9.SVcG29RrFHwtf3TO-APMctuudx4uF01bc9myzLMFGx4Qti5cNwO9rYXyKe9dMy9ddWg2L8ZtVlTpd4sbGycnthXSwk0xrFqv0VilubjFnLa8nOsqt6-e4GAUhmgV3gc-90zhsEZV5ZXlm63GGFpjOjRE9WH0zgnQAkmZtA6KVKtqLV-XeNH8qlBvdC_NI9gXiH42gWCBE56N7ntlqCHQDGkkm2qZQlIGHK6puvOOMPmzRhka9m-7EUIE5K5Hivne12lNE61XJ0dY8AKliS1v_DQlyjhSokj0XXnaET5Dqg8.sikgbmL4clMr0S7PB2WEuAPAqgGAL3wJdUKHaVEOEyA&dib_tag=se&keywords=PSU+850W+80+PLUS+Gold&qid=1715897914&sr=8-3&ufe=app_do%3Aamzn1.fos.8c7b929b-80a3-4a0f-851f-6de37ce634c2
Amazon	PSU	PSU 850W 80 PLUS Gold	1792.0	Cooler Master MWE Gold 850 V2 Full Modular, 850 W, 80+ Gold Efficience, 2 Conectores EPS, Ventilador HDB de 120 mm, Funcionamiento sin Ventilador, garantía de 5 años	https://www.amazon.com.mx/Cooler-Master-Totalmente-Resistencia-temperaturas/dp/B08M9M6DB9/ref=sr_1_4?dib=eyJ2IjoiMSJ9.SVcG29RrFHwtf3TO-APMctuudx4uF01bc9myzLMFGx4Qti5cNwO9rYXyKe9dMy9ddWg2L8ZtVlTpd4sbGycnthXSwk0xrFqv0VilubjFnLa8nOsqt6-e4GAUhmgV3gc-90zhsEZV5ZXlm63GGFpjOjRE9WH0zgnQAkmZtA6KVKtqLV-XeNH8qlBvdC_NI9gXiH42gWCBE56N7ntlqCHQDGkkm2qZQlIGHK6puvOOMPmzRhka9m-7EUIE5K5Hivne12lNE61XJ0dY8AKliS1v_DQlyjhSokj0XXnaET5Dqg8.sikgbmL4clMr0S7PB2WEuAPAqgGAL3wJdUKHaVEOEyA&dib_tag=se&keywords=PSU+850W+80+PLUS+Gold&qid=1715897914&sr=8-4&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	PSU	PSU 850W 80 PLUS Gold	2009.0	MSI Fuente de alimentación para Juegos mag A850GL PCIE 5 y ATX 3.0 - Full Modular - 80 Plus Gold Certified 850W - Tamaño Compacto - ATX PSU	https://www.amazon.com.mx/MSI-Fuente-alimentaci%C3%B3n-Juegos-A850GL/dp/B0CB9MSJ5N/ref=sr_1_5?dib=eyJ2IjoiMSJ9.SVcG29RrFHwtf3TO-APMctuudx4uF01bc9myzLMFGx4Qti5cNwO9rYXyKe9dMy9ddWg2L8ZtVlTpd4sbGycnthXSwk0xrFqv0VilubjFnLa8nOsqt6-e4GAUhmgV3gc-90zhsEZV5ZXlm63GGFpjOjRE9WH0zgnQAkmZtA6KVKtqLV-XeNH8qlBvdC_NI9gXiH42gWCBE56N7ntlqCHQDGkkm2qZQlIGHK6puvOOMPmzRhka9m-7EUIE5K5Hivne12lNE61XJ0dY8AKliS1v_DQlyjhSokj0XXnaET5Dqg8.sikgbmL4clMr0S7PB2WEuAPAqgGAL3wJdUKHaVEOEyA&dib_tag=se&keywords=PSU+850W+80+PLUS+Gold&qid=1715897914&sr=8-5&ufe=app_do%3Aamzn1.fos.628a2120-cf12-4882-b7cf-30e681beb181
Cyberpuerta	CPU	AMD 7950X	9149.0	Procesador AMD Ryzen 9 7950X Radeon Graphics, S-AM5, 4.50GHz, 16-Core, 64MB Cache - No Incluye Disipador ― ¡Compra junto con una tarjeta de video AMD Radeon seleccionada y participa en el sorteo de un procesador y kit de memoria RAM!	https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Procesadores/Procesadores-para-PC/Procesador-AMD-Ryzen-9-7950X-Radeon-Graphics-S-AM5-4-50GHz-16-Core-64MB-Cache-No-Incluye-Disipador.html
Cyberpuerta	MB	Tarjeta madre AM5 AMD	3389.0	Tarjeta Madre MSI ATX B650 GAMING PLUS WIFI, S-AM5, AMD B650, HDMI, 192GB DDR5 para AMD	https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-Madre/Tarjeta-Madre-MSI-ATX-B650-GAMING-PLUS-WIFI-S-AM5-AMD-B650-HDMI-192GB-DDR5-para-AMD.html
Cyberpuerta	MB	Tarjeta madre AM5 AMD	2819.0	Tarjeta Madre MSI Micro-ATX B650M GAMING PLUS WIFI, S-AM5, AMD B650, HDMI, 256GB DDR5 para AMD	https://www.cyberpuerta.mx/Computo-Hardware/Componentes/Tarjetas-Madre/Tarjeta-Madre-MSI-Micro-ATX-B650M-GAMING-PLUS-WIFI-S-AM5-AMD-B650-HDMI-256GB-DDR5-para-AMD.html
